RefseqID,Group,AssemblyLevel,Size(MB),ArrayCount,Kingdom
GCF_000020005.1_ASM2000v1,Firmicutes,COMP,3.19145,1,Bacteria
GCF_000020025.1_ASM2002v1,Cyanobacteria,COMP,9.05919,9,Bacteria
GCF_000020065.1_ASM2006v1,Tenericutes,COMP,0.820453,1,Bacteria
GCF_000020085.1_ASM2008v1,Proteobacteria,COMP,4.76543,2,Bacteria
GCF_000020145.1_ASM2014v1,Elusimicrobia,COMP,1.64356,1,Bacteria
GCF_000020165.1_ASM2016v1,Firmicutes,COMP,3.84797,1,Bacteria
GCF_000020225.1_ASM2022v1,Chlamydiae/Verrucomicrobia ,COMP,2.6641,2,Bacteria
GCF_000020285.1_ASM2028v1,Firmicutes,COMP,3.65964,3,Bacteria
GCF_000020305.1_ASM2030v1,Proteobacteria,COMP,1.20243,2,Bacteria
GCF_000020325.1_ASM2032v1,Aquificae,COMP,1.83844,5,Bacteria
GCF_000020345.1_ASM2034v1,Firmicutes,COMP,4.25777,2,Bacteria
GCF_000020365.1_ASM2036v1,Proteobacteria,COMP,5.65778,2,Bacteria
GCF_000020385.1_ASM2038v1,Proteobacteria,COMP,3.99487,1,Bacteria
GCF_000020405.1_ASM2040v1,Proteobacteria,COMP,2.34544,1,Bacteria
GCF_000020465.1_ASM2046v1,Bacteroidetes/Chlorobi ,COMP,2.76318,3,Bacteria
GCF_000020485.1_ASM2048v1,Firmicutes,COMP,2.57815,1,Bacteria
GCF_000020505.1_ASM2050v1,Bacteroidetes/Chlorobi ,COMP,2.28925,1,Bacteria
GCF_000020525.1_ASM2052v1,Bacteroidetes/Chlorobi ,COMP,3.29346,2,Bacteria
GCF_000020545.1_ASM2054v1,Bacteroidetes/Chlorobi ,COMP,2.7364,4,Bacteria
GCF_000020585.3_ASM2058v3,Proteobacteria,COMP,4.48094,1,Bacteria
GCF_000020605.1_ASM2060v1,Firmicutes,COMP,3.44969,2,Bacteria
GCF_000020625.1_ASM2062v1,Bacteroidetes/Chlorobi ,COMP,2.5797,4,Bacteria
GCF_000020645.1_ASM2064v1,Bacteroidetes/Chlorobi ,COMP,3.01824,3,Bacteria
GCF_000020665.1_ASM2066v1,Proteobacteria,COMP,4.57397,1,Bacteria
GCF_000020685.1_ASM2068v1,Deinococcus-Thermus,COMP,3.85533,1,Bacteria
GCF_000020705.1_ASM2070v1,Proteobacteria,COMP,4.98351,3,Bacteria
GCF_000020745.1_ASM2074v1,Proteobacteria,COMP,4.82389,2,Bacteria
GCF_000020765.1_ASM2076v1,Firmicutes,COMP,2.02417,2,Bacteria
GCF_000020785.1_ASM2078v1,Aquificae,COMP,1.55951,1,Bacteria
GCF_000020805.1_ASM2080v1,Proteobacteria,COMP,5.06163,3,Bacteria
GCF_000020885.1_ASM2088v1,Proteobacteria,COMP,4.83664,2,Bacteria
GCF_000020905.1_ASM2090v1,Crenarchaeota,COMP,1.36522,2,Archaea
GCF_000020925.1_ASM2092v1,Proteobacteria,COMP,4.91746,1,Bacteria
GCF_000020945.1_ASM2094v1,Firmicutes,COMP,1.42491,1,Bacteria
GCF_000020965.1_ASM2096v1,Dictyoglomi,COMP,1.95999,3,Bacteria
GCF_000020985.1_ASM2098v1,Nitrospirae,COMP,2.0038,5,Bacteria
GCF_000021005.1_ASM2100v1,Proteobacteria,COMP,4.71114,1,Bacteria
GCF_000021045.1_ASM2104v1,Proteobacteria,COMP,5.36532,4,Bacteria
GCF_000021125.1_ASM2112v1,Proteobacteria,COMP,5.70417,1,Bacteria
GCF_000021145.1_ASM2114v1,Proteobacteria,COMP,3.76098,1,Bacteria
GCF_000021185.1_ASM2118v1,Firmicutes,COMP,2.97621,2,Bacteria
GCF_000021205.1_ASM2120v1,Firmicutes,COMP,5.41904,2,Bacteria
GCF_000021225.1_ASM2122v1,Firmicutes,COMP,5.59986,1,Bacteria
GCF_000021245.1_ASM2124v1,Proteobacteria,COMP,4.05924,1,Bacteria
GCF_000021285.1_ASM2128v1,Thermotogae,COMP,2.01666,12,Bacteria
GCF_000021325.1_ASM2132v1,Proteobacteria,COMP,3.91495,4,Bacteria
GCF_000021385.1_ASM2138v1,Proteobacteria,COMP,4.0403,1,Bacteria
GCF_000021425.1_ASM2142v1,Actinobacteria,COMP,1.93369,1,Bacteria
GCF_000021485.1_ASM2148v1,Proteobacteria,COMP,2.9824,1,Bacteria
GCF_000021545.1_ASM2154v1,Aquificae,COMP,1.64088,14,Bacteria
GCF_000021565.1_ASM2156v1,Aquificae,COMP,1.98397,4,Bacteria
GCF_000021625.1_ASM2162v1,Proteobacteria,COMP,4.1353,1,Bacteria
GCF_000021645.1_ASM2164v1,Dictyoglomi,COMP,1.85556,2,Bacteria
GCF_000021685.1_ASM2168v1,Chloroflexi,COMP,2.92074,1,Bacteria
GCF_000021765.1_ASM2176v1,Proteobacteria,COMP,4.57459,1,Bacteria
GCF_000021805.1_ASM2180v1,Cyanobacteria,COMP,4.78769,8,Bacteria
GCF_000021825.1_ASM2182v1,Cyanobacteria,COMP,6.55417,15,Bacteria
GCF_000021865.1_ASM2186v1,Proteobacteria,COMP,3.87192,6,Bacteria
GCF_000021905.1_ASM2190v1,Proteobacteria,COMP,6.51707,2,Bacteria
GCF_000021925.1_ASM2192v1,Firmicutes,COMP,5.27913,5,Bacteria
GCF_000021945.1_ASM2194v1,Chloroflexi,COMP,4.68493,10,Bacteria
GCF_000021965.1_ASM2196v1,Euryarchaeota,COMP,2.92292,1,Archaea
GCF_000021985.1_ASM2198v1,Proteobacteria,COMP,3.46455,2,Bacteria
GCF_000022045.1_ASM2204v1,Cyanobacteria,COMP,5.78611,6,Bacteria
GCF_000022065.1_ASM2206v1,Firmicutes,COMP,4.06872,3,Bacteria
GCF_000022085.1_ASM2208v1,Proteobacteria,COMP,8.83902,4,Bacteria
GCF_000022125.1_ASM2212v1,Proteobacteria,COMP,2.87344,1,Bacteria
GCF_000022145.1_ASM2214v1,Proteobacteria,COMP,5.02933,4,Bacteria
GCF_000022165.1_ASM2216v1,Proteobacteria,COMP,4.9641,3,Bacteria
GCF_000022185.1_ASM2218v1,Chloroflexi,COMP,5.26895,5,Bacteria
GCF_000022205.1_ASM2220v1,Euryarchaeota,COMP,3.69258,4,Archaea
GCF_000022225.1_ASM2222v1,Proteobacteria,COMP,5.62274,1,Bacteria
GCF_000022265.1_ASM2226v1,Proteobacteria,COMP,4.3045,1,Bacteria
GCF_000022285.1_ASM2228v1,Proteobacteria,COMP,1.44587,1,Bacteria
GCF_000022305.1_ASM2230v1,Proteobacteria,COMP,3.79657,1,Bacteria
GCF_000022325.1_ASM2232v1,Firmicutes,COMP,2.93166,8,Bacteria
GCF_000022345.1_ASM2234v1,Proteobacteria,COMP,4.57816,2,Bacteria
GCF_000022365.1_ASM2236v1,Euryarchaeota,COMP,2.04544,3,Archaea
GCF_000022385.1_ASM2238v1,Crenarchaeota,COMP,2.73627,3,Archaea
GCF_000022405.1_ASM2240v1,Crenarchaeota,COMP,2.60883,3,Archaea
GCF_000022425.1_ASM2242v1,Crenarchaeota,COMP,2.6924,3,Archaea
GCF_000022445.1_ASM2244v1,Crenarchaeota,COMP,2.58665,2,Archaea
GCF_000022465.1_ASM2246v1,Crenarchaeota,COMP,2.70206,2,Archaea
GCF_000022485.1_ASM2248v1,Crenarchaeota,COMP,2.85441,2,Archaea
GCF_000022545.1_ASM2254v1,Euryarchaeota,COMP,1.8458,1,Archaea
GCF_000022565.1_ASM2256v1,Fibrobacteres/Acidobacteria ,COMP,4.12736,1,Bacteria
GCF_000022645.2_ASM2264v1,Proteobacteria,COMP,7.28464,1,Bacteria
GCF_000022665.1_ASM2266v1,Proteobacteria,COMP,4.55895,2,Bacteria
GCF_000022705.1_ASM2270v1,Actinobacteria,COMP,1.93871,1,Bacteria
GCF_000022765.1_ASM2276v1,Firmicutes,COMP,4.15528,5,Bacteria
GCF_000022805.1_ASM2280v1,Proteobacteria,COMP,4.81292,3,Bacteria
GCF_000022825.1_ASM2282v1,Proteobacteria,COMP,4.80226,3,Bacteria
GCF_000022845.1_ASM2284v1,Proteobacteria,COMP,4.72579,3,Bacteria
GCF_000022905.1_ASM2290v1,Actinobacteria,COMP,2.81923,1,Bacteria
GCF_000022925.1_ASM2292v1,Firmicutes,COMP,2.99905,1,Bacteria
GCF_000022965.1_ASM2296v1,Actinobacteria,COMP,1.93848,1,Bacteria
GCF_000022985.1_ASM2298v1,Proteobacteria,COMP,2.31304,1,Bacteria
GCF_000023025.1_ASM2302v1,Proteobacteria,COMP,5.19316,2,Bacteria
GCF_000023065.1_ASM2306v1,Proteobacteria,COMP,3.47129,1,Bacteria
GCF_000023245.1_ASM2324v1,Actinobacteria,COMP,8.24814,1,Bacteria
GCF_000023265.1_ASM2326v1,Actinobacteria,COMP,2.15816,2,Bacteria
GCF_000023285.1_ASM2328v1,Bacteroidetes/Chlorobi ,COMP,2.61293,2,Bacteria
GCF_000023325.1_ASM2332v1,Thermotogae,COMP,2.30213,4,Bacteria
GCF_000023365.1_ASM2336v1,Proteobacteria,COMP,4.63071,2,Bacteria
GCF_000023385.1_ASM2338v1,Firmicutes,COMP,3.5088,6,Bacteria
GCF_000023465.1_ASM2346v1,Bacteroidetes/Chlorobi ,COMP,5.12819,1,Bacteria
GCF_000023585.1_ASM2358v1,Firmicutes,COMP,7.18493,3,Bacteria
GCF_000023605.1_ASM2360v1,Proteobacteria,COMP,4.86291,1,Bacteria
GCF_000023625.1_ASM2362v1,Actinobacteria,COMP,4.39825,6,Bacteria
GCF_000023665.1_ASM2366v1,Proteobacteria,COMP,4.57094,2,Bacteria
GCF_000023725.1_ASM2372v1,Bacteroidetes/Chlorobi ,COMP,2.7681,1,Bacteria
GCF_000023865.1_ASM2386v1,Actinobacteria,COMP,4.30835,10,Bacteria
GCF_000023905.1_ASM2390v1,Fusobacteria,COMP,2.46561,4,Bacteria
GCF_000023945.1_ASM2394v1,Euryarchaeota,COMP,3.1168,1,Archaea
GCF_000023965.1_ASM2396v1,Euryarchaeota,COMP,3.33235,2,Archaea
GCF_000023985.1_ASM2398v1,Euryarchaeota,COMP,1.50725,7,Archaea
GCF_000024025.1_ASM2402v1,Actinobacteria,COMP,10.4678,5,Bacteria
GCF_000024045.1_ASM2404v1,Cyanobacteria,COMP,4.80335,9,Bacteria
GCF_000024165.1_ASM2416v1,Proteobacteria,COMP,5.30613,2,Bacteria
GCF_000024185.1_ASM2418v1,Euryarchaeota,COMP,2.9372,7,Archaea
GCF_000024205.1_ASM2420v1,Firmicutes,COMP,4.54562,11,Bacteria
GCF_000024245.1_ASM2424v1,Proteobacteria,COMP,2.22352,4,Bacteria
GCF_000024265.1_ASM2426v1,Actinobacteria,COMP,3.63226,1,Bacteria
GCF_000024285.1_ASM2428v1,Firmicutes,COMP,3.20569,4,Bacteria
GCF_000024325.1_ASM2432v1,Proteobacteria,COMP,2.90957,1,Bacteria
GCF_000024345.1_ASM2434v1,Actinobacteria,COMP,7.57949,1,Bacteria
GCF_000024365.1_ASM2436v1,Actinobacteria,COMP,6.0603,7,Bacteria
GCF_000024385.1_ASM2438v1,Actinobacteria,COMP,5.63902,14,Bacteria
GCF_000024405.1_ASM2440v1,Fusobacteria,COMP,4.48665,3,Bacteria
GCF_000024425.1_ASM2442v1,Deinococcus-Thermus,COMP,3.09746,7,Bacteria
GCF_000024445.1_ASM2444v1,Actinobacteria,COMP,2.63637,4,Bacteria
GCF_000024465.1_ASM2446v1,Proteobacteria,COMP,2.75353,4,Bacteria
GCF_000024505.1_ASM2450v1,Proteobacteria,COMP,1.20681,3,Bacteria
GCF_000024545.1_ASM2454v1,Actinobacteria,COMP,6.84156,3,Bacteria
GCF_000024565.1_ASM2456v1,Fusobacteria,COMP,1.67328,1,Bacteria
GCF_000024605.1_ASM2460v1,Firmicutes,COMP,2.15707,8,Bacteria
GCF_000024625.1_ASM2462v1,Euryarchaeota,COMP,1.76174,19,Archaea
GCF_000024645.1_ASM2464v1,Proteobacteria,COMP,5.06389,4,Bacteria
GCF_000024665.1_ASM2466v1,Fibrobacteres/Acidobacteria ,COMP,3.84264,7,Bacteria
GCF_000024685.1_ASM2468v1,Firmicutes,COMP,7.12167,1,Bacteria
GCF_000024705.1_ASM2470v1,Firmicutes,COMP,3.6679,6,Bacteria
GCF_000024725.1_ASM2472v1,Proteobacteria,COMP,4.14526,6,Bacteria
GCF_000024745.1_ASM2474v1,Crenarchaeota,COMP,2.66897,4,Archaea
GCF_000024765.1_ASM2476v1,Proteobacteria,COMP,2.58289,1,Bacteria
GCF_000024805.1_ASM2480v1,Proteobacteria,COMP,9.44631,9,Bacteria
GCF_000024845.1_ASM2484v1,Bacteroidetes/Chlorobi ,COMP,3.38674,9,Bacteria
GCF_000024865.1_ASM2486v1,Actinobacteria,COMP,10.3695,7,Bacteria
GCF_000024885.1_ASM2488v1,Proteobacteria,COMP,2.30635,1,Bacteria
GCF_000024945.1_ASM2494v1,Firmicutes,COMP,2.13214,6,Bacteria
GCF_000024965.1_ASM2496v1,Actinobacteria,COMP,3.83138,2,Bacteria
GCF_000024985.1_ASM2498v1,Chloroflexi,COMP,3.99376,1,Bacteria
GCF_000025005.1_ASM2500v1,unclassified Bacteria,COMP,3.10158,5,Bacteria
GCF_000025065.1_ASM2506v1,Proteobacteria,COMP,4.81839,6,Bacteria
GCF_000025085.1_ASM2508v1,Firmicutes,COMP,2.65837,1,Bacteria
GCF_000025105.1_ASM2510v1,Thermotogae,COMP,1.80982,8,Bacteria
GCF_000025145.1_ASM2514v1,Firmicutes,COMP,2.82145,1,Bacteria
GCF_000025165.1_ASM2516v1,Proteobacteria,COMP,5.45235,2,Bacteria
GCF_000025185.1_ASM2518v1,Planctomycetes,COMP,6.1962,2,Bacteria
GCF_000025205.1_ASM2520v1,Actinobacteria,COMP,1.61755,1,Bacteria
GCF_000025245.1_ASM2524v1,Actinobacteria,COMP,1.9422,1,Bacteria
GCF_000025305.1_ASM2530v1,Firmicutes,COMP,2.32977,2,Bacteria
GCF_000025325.1_ASM2532v1,Euryarchaeota,COMP,5.44078,1,Archaea
GCF_000025365.1_ASM2536v1,Tenericutes,COMP,1.01203,1,Bacteria
GCF_000025385.1_ASM2538v1,Tenericutes,COMP,0.977612,1,Bacteria
GCF_000025425.1_ASM2542v1,Proteobacteria,COMP,1.67222,1,Bacteria
GCF_000025465.1_ASM2546v1,Proteobacteria,COMP,5.4585,1,Bacteria
GCF_000025485.1_ASM2548v1,Proteobacteria,COMP,3.66907,3,Bacteria
GCF_000025505.1_ASM2550v1,Euryarchaeota,COMP,2.19627,6,Archaea
GCF_000025525.1_ASM2552v1,Euryarchaeota,COMP,1.77314,20,Archaea
GCF_000025545.1_ASM2554v1,Proteobacteria,COMP,2.98506,2,Bacteria
GCF_000025565.1_ASM2556v1,Proteobacteria,COMP,5.5988,1,Bacteria
GCF_000025585.1_ASM2558v1,Chloroflexi,COMP,1.36015,1,Bacteria
GCF_000025605.1_ASM2560v1,Aquificae,COMP,1.50058,4,Bacteria
GCF_000025625.1_ASM2562v1,Euryarchaeota,COMP,4.44364,3,Archaea
GCF_000025645.1_ASM2564v1,Firmicutes,COMP,2.45106,4,Bacteria
GCF_000025665.1_ASM2566v1,Euryarchaeota,COMP,1.48678,2,Archaea
GCF_000025685.1_ASM2568v1,Euryarchaeota,COMP,4.0129,3,Archaea
GCF_000025745.1_ASM2574v1,Proteobacteria,COMP,5.10838,2,Bacteria
GCF_000025805.1_ASM2580v1,Firmicutes,COMP,5.09745,1,Bacteria
GCF_000025825.1_ASM2582v1,Firmicutes,COMP,5.52319,1,Bacteria
GCF_000025885.1_ASM2588v1,Synergistetes,COMP,1.98059,1,Bacteria
GCF_000025925.1_ASM2592v1,Bacteroidetes/Chlorobi ,COMP,3.61956,1,Bacteria
GCF_000025945.1_ASM2594v1,Proteobacteria,COMP,3.65963,1,Bacteria
GCF_000025965.1_ASM2596v1,Proteobacteria,COMP,4.72726,5,Bacteria
GCF_000025985.1_ASM2598v1,Bacteroidetes/Chlorobi ,COMP,5.2417,2,Bacteria
GCF_000026045.1_ASM2604v1,Euryarchaeota,COMP,2.7497,3,Archaea
GCF_000026145.1_ASM2614v1,Proteobacteria,COMP,7.45659,1,Bacteria
GCF_000026185.1_ASM2618v1,Proteobacteria,COMP,4.06786,2,Bacteria
GCF_000026225.1_ASM2622v1,Proteobacteria,COMP,4.64386,3,Bacteria
GCF_000026245.1_ASM2624v1,Proteobacteria,COMP,5.15486,1,Bacteria
GCF_000026265.1_ASM2626v1,Proteobacteria,COMP,4.70056,2,Bacteria
GCF_000026345.1_ASM2634v1,Proteobacteria,COMP,5.13207,1,Bacteria
GCF_000026445.2_ASM2644v2,Actinobacteria,COMP,6.39954,3,Bacteria
GCF_000026485.1_ASM2648v1,Firmicutes,COMP,3.0792,1,Bacteria
GCF_000026505.1_ASM2650v1,Firmicutes,COMP,3.01011,1,Bacteria
GCF_000026565.1_ASM2656v1,Proteobacteria,COMP,4.5818,2,Bacteria
GCF_000026605.1_ASM2660v1,Firmicutes,COMP,2.14987,1,Bacteria
GCF_000026645.1_ASM2664v1,Proteobacteria,COMP,6.60176,1,Bacteria
GCF_000026705.1_ASM2670v1,Firmicutes,COMP,2.91269,1,Bacteria
GCF_000026965.1_ASM2696v1,Proteobacteria,COMP,2.27755,1,Bacteria
GCF_000027025.1_ASM2702v1,Proteobacteria,COMP,4.8794,3,Bacteria
GCF_000027045.1_ASM2704v1,Firmicutes,COMP,3.07581,2,Bacteria
GCF_000027065.2_ASM2706v1,Proteobacteria,COMP,4.59909,2,Bacteria
GCF_000027085.1_ASM2708v1,Proteobacteria,COMP,5.44428,2,Bacteria
GCF_000027125.1_ASM2712v1,Proteobacteria,COMP,5.35532,1,Bacteria
GCF_000027145.1_ASM2714v1,Firmicutes,COMP,2.79764,4,Bacteria
GCF_000027185.1_ASM2718v1,Firmicutes,COMP,2.35091,2,Bacteria
GCF_000027205.1_ASM2720v1,Proteobacteria,COMP,3.9056,2,Bacteria
GCF_000027225.1_ASM2722v1,Proteobacteria,COMP,4.2255,3,Bacteria
GCF_000027265.1_ASM2726v1,Proteobacteria,COMP,4.07285,4,Bacteria
GCF_000046845.1_ASM4684v1,Proteobacteria,COMP,3.59862,3,Bacteria
GCF_000047365.1_ASM4736v1,Proteobacteria,COMP,4.8409,2,Bacteria
GCF_000048645.1_ASM4864v1,Proteobacteria,COMP,3.6355,2,Bacteria
GCF_000048665.1_ASM4866v1,Proteobacteria,COMP,3.40552,3,Bacteria
GCF_000055785.1_ASM5578v1,Proteobacteria,COMP,3.69665,2,Bacteria
GCF_000056065.1_ASM5606v1,Firmicutes,COMP,1.865,1,Bacteria
GCF_000058485.1_ASM5848v1,Actinobacteria,COMP,7.49793,6,Bacteria
GCF_000062885.1_ASM6288v1,Actinobacteria,COMP,8.2128,4,Bacteria
GCF_000063445.1_ASM6344v1,Euryarchaeota,COMP,3.17992,3,Archaea
GCF_000063485.1_ASM6348v1,Actinobacteria,COMP,3.39524,1,Bacteria
GCF_000063585.1_ASM6358v1,Firmicutes,COMP,3.90326,4,Bacteria
GCF_000067045.1_ASM6704v1,Proteobacteria,COMP,3.99959,3,Bacteria
GCF_000067165.1_ASM6716v1,Proteobacteria,COMP,13.0338,14,Bacteria
GCF_000069225.1_ASM6922v1,Actinobacteria,COMP,3.40379,1,Bacteria
GCF_000069245.1_ASM6924v1,Proteobacteria,COMP,4.04873,1,Bacteria
GCF_000069945.1_ASM6994v1,Actinobacteria,COMP,2.36922,1,Bacteria
GCF_000072485.1_ASM7248v1,Proteobacteria,COMP,4.85113,1,Bacteria
GCF_000083565.1_ASM8356v1,Proteobacteria,COMP,2.14529,2,Bacteria
GCF_000085225.1_ASM8522v1,Firmicutes,COMP,4.11055,10,Bacteria
GCF_000085865.1_ASM8586v1,Tenericutes,COMP,0.665445,1,Bacteria
GCF_000087965.2_ASM8796v1,Proteobacteria,COMP,3.8523,4,Bacteria
GCF_000091005.1_ASM9100v1,Proteobacteria,COMP,5.85553,2,Bacteria
GCF_000091165.1_ASM9116v1,unclassified Bacteria,COMP,2.75285,1,Bacteria
GCF_000091305.1_ASM9130v1,Actinobacteria,COMP,10.1487,1,Bacteria
GCF_000091325.1_ASM9132v1,Proteobacteria,COMP,4.9621,2,Bacteria
GCF_000091545.1_ASM9154v1,Deinococcus-Thermus,COMP,2.11606,10,Bacteria
GCF_000091565.1_ASM9156v1,Proteobacteria,COMP,3.83383,2,Bacteria
GCF_000091645.1_ASM9164v1,Firmicutes,COMP,2.01359,2,Bacteria
GCF_000091665.1_ASM9166v1,Euryarchaeota,COMP,1.73993,15,Archaea
GCF_000091725.1_ASM9172v1,Actinobacteria,COMP,2.61638,1,Bacteria
GCF_000091985.1_ASM9198v1,Proteobacteria,COMP,1.5781,1,Bacteria
GCF_000092105.1_ASM9210v1,Planctomycetes,COMP,5.46009,1,Bacteria
GCF_000092125.1_ASM9212v1,Deinococcus-Thermus,COMP,3.72167,8,Bacteria
GCF_000092165.1_ASM9216v1,Firmicutes,COMP,5.64305,2,Bacteria
GCF_000092185.1_ASM9218v1,Crenarchaeota,COMP,1.31659,1,Archaea
GCF_000092205.1_ASM9220v1,Proteobacteria,COMP,3.09776,2,Bacteria
GCF_000092245.1_ASM9224v1,Proteobacteria,COMP,3.19224,1,Bacteria
GCF_000092265.1_ASM9226v1,Proteobacteria,COMP,1.86329,2,Bacteria
GCF_000092305.1_ASM9230v1,Euryarchaeota,COMP,1.32819,14,Archaea
GCF_000092345.1_ASM9234v1,Firmicutes,COMP,4.01061,4,Bacteria
GCF_000092365.1_ASM9236v1,Actinobacteria,COMP,1.98615,1,Bacteria
GCF_000092385.1_ASM9238v1,Actinobacteria,COMP,11.9367,3,Bacteria
GCF_000092405.1_ASM9240v1,Firmicutes,COMP,2.40556,2,Bacteria
GCF_000092425.1_ASM9242v1,Deinococcus-Thermus,COMP,3.2604,9,Bacteria
GCF_000092445.1_ASM9244v1,Firmicutes,COMP,3.65081,3,Bacteria
GCF_000092465.1_ASM9246v1,Crenarchaeota,COMP,1.58035,3,Archaea
GCF_000092565.1_ASM9256v1,Spirochaetes,COMP,4.69813,4,Bacteria
GCF_000092585.1_ASM9258v1,Tenericutes,COMP,1.0128,1,Bacteria
GCF_000092625.1_ASM9262v1,Proteobacteria,COMP,3.51633,1,Bacteria
GCF_000092645.1_ASM9264v1,Actinobacteria,COMP,4.18998,5,Bacteria
GCF_000092765.1_ASM9276v1,Actinobacteria,COMP,1.94405,1,Bacteria
GCF_000092825.1_ASM9282v1,Actinobacteria,COMP,3.15753,1,Bacteria
GCF_000092845.1_ASM9284v1,Spirochaetes,COMP,3.2418,1,Bacteria
GCF_000092905.1_ASM9290v1,Firmicutes,COMP,3.38477,4,Bacteria
GCF_000092945.1_ASM9294v1,Firmicutes,COMP,3.15742,7,Bacteria
GCF_000092965.1_ASM9296v1,Firmicutes,COMP,2.30609,3,Bacteria
GCF_000092985.1_ASM9298v1,Actinobacteria,COMP,6.54331,9,Bacteria
GCF_000093125.2_ASM9312v2,Firmicutes,COMP,3.10968,1,Bacteria
GCF_000143085.1_ASM14308v1,Proteobacteria,COMP,3.37329,1,Bacteria
GCF_000143435.1_ASM14343v1,Firmicutes,COMP,2.13614,2,Bacteria
GCF_000143845.1_ASM14384v1,Actinobacteria,COMP,2.0519,1,Bacteria
GCF_000143965.1_ASM14396v1,Proteobacteria,COMP,3.65573,4,Bacteria
GCF_000143985.1_ASM14398v1,Spirochaetes,COMP,4.65397,1,Bacteria
GCF_000144405.1_ASM14440v1,Bacteroidetes/Chlorobi ,COMP,3.16828,1,Bacteria
GCF_000144625.1_ASM14462v1,Firmicutes,COMP,4.66287,1,Bacteria
GCF_000144645.1_ASM14464v1,Firmicutes,COMP,2.28003,6,Bacteria
GCF_000144695.1_ASM14469v1,Firmicutes,COMP,2.4696,1,Bacteria
GCF_000144915.1_ASM14491v1,Crenarchaeota,COMP,1.49645,7,Archaea
GCF_000145035.1_ASM14503v1,Firmicutes,COMP,4.40489,1,Bacteria
GCF_000145215.1_ASM14521v1,Firmicutes,COMP,2.53234,9,Bacteria
GCF_000145275.1_ASM14527v1,Firmicutes,COMP,5.26222,1,Bacteria
GCF_000145295.1_ASM14529v1,Euryarchaeota,COMP,1.63914,2,Archaea
GCF_000145595.1_ASM14559v1,Firmicutes,COMP,2.92434,1,Bacteria
GCF_000145615.1_ASM14561v1,Firmicutes,COMP,2.78575,5,Bacteria
GCF_000146025.2_ASM14602v1,Elusimicrobia,COMP,1.14857,2,Bacteria
GCF_000146065.2_ASM14606v1,unclassified Bacteria,COMP,2.24682,5,Bacteria
GCF_000146185.1_ASM14618v1,Firmicutes,COMP,2.83139,1,Bacteria
GCF_000146505.1_ASM14650v1,Fibrobacteres/Acidobacteria ,COMP,3.843,7,Bacteria
GCF_000147055.1_ASM14705v1,Proteobacteria,COMP,4.9228,4,Bacteria
GCF_000147075.1_ASM14707v1,Spirochaetes,COMP,2.47264,1,Bacteria
GCF_000147335.1_ASM14733v1,Cyanobacteria,COMP,7.84195,8,Bacteria
GCF_000147695.2_ASM14769v3,Firmicutes,COMP,2.78506,3,Bacteria
GCF_000147715.2_ASM14771v3,Thermotogae,COMP,2.97595,7,Bacteria
GCF_000147815.2_ASM14781v3,Actinobacteria,COMP,11.1383,6,Bacteria
GCF_000147855.2_ASM14785v3,Proteobacteria,COMP,5.02932,2,Bacteria
GCF_000148385.1_ASM14838v1,Crenarchaeota,COMP,2.37414,9,Archaea
GCF_000148425.1_ASM14842v1,Firmicutes,COMP,2.45652,4,Bacteria
GCF_000148605.1_ASM14860v1,Proteobacteria,COMP,5.10756,2,Bacteria
GCF_000148705.1_ASM14870v1,Proteobacteria,COMP,1.61665,1,Bacteria
GCF_000151105.2_ASM15110v2,Euryarchaeota,COMP,2.06424,4,Archaea
GCF_000151205.2_ASM15120v2,Euryarchaeota,COMP,2.08643,3,Archaea
GCF_000152245.2_ASM15224v2,Firmicutes,COMP,4.31671,2,Bacteria
GCF_000152265.2_ASM15226v2,Euryarchaeota,COMP,1.93521,2,Archaea
GCF_000152825.2_ASM15282v2,Proteobacteria,COMP,2.90264,1,Bacteria
GCF_000153165.2_ASM15316v2,Bacteroidetes/Chlorobi ,COMP,3.8683,1,Bacteria
GCF_000153485.2_ASM15348v2,Bacteroidetes/Chlorobi ,COMP,4.32183,4,Bacteria
GCF_000153685.2_ASM15368v2,Actinobacteria,COMP,4.40822,7,Bacteria
GCF_000154585.2_ASM15458v2,Actinobacteria,COMP,4.39499,5,Bacteria
GCF_000154605.2_ASM15460v2,Actinobacteria,COMP,4.39912,6,Bacteria
GCF_000155515.2_ASM15551v2,Firmicutes,COMP,3.02535,2,Bacteria
GCF_000157895.3_ASM15789v2,Actinobacteria,COMP,6.57723,2,Bacteria
GCF_000158275.2_ASM15827v2,Fusobacteria,COMP,2.51403,3,Bacteria
GCF_000159155.2_ASM15915v2,Actinobacteria,COMP,1.66735,2,Bacteria
GCF_000160335.2_ASM16033v2,Firmicutes,COMP,2.77737,1,Bacteria
GCF_000162235.2_ASM16223v2,Fusobacteria,COMP,2.26827,1,Bacteria
GCF_000163615.2_ASM16361v2,Proteobacteria,COMP,2.30907,3,Bacteria
GCF_000163895.2_ASM16389v2,Firmicutes,COMP,1.93101,2,Bacteria
GCF_000163915.2_ASM16391v2,Fusobacteria,COMP,2.19023,1,Bacteria
GCF_000164675.2_ASM16467v2,Firmicutes,COMP,2.15365,1,Bacteria
GCF_000164695.2_ASM16469v2,Actinobacteria,COMP,2.50603,2,Bacteria
GCF_000164885.1_ASM16488v1,Proteobacteria,COMP,3.2884,1,Bacteria
